Instance,Terminal,Layer,X location,Y location,Voltage
FILLER_92_271,VPWR,li1,130.8700,263.8400,1.799976
FILLER_92_268,VPWR,li1,129.4900,263.8400,1.799975
FILLER_92_265,VPWR,li1,128.1100,263.8400,1.799975
FILLER_92_262,VPWR,li1,126.7300,263.8400,1.799975
FILLER_92_259,VPWR,li1,125.3500,263.8400,1.799974
FILLER_92_256,VPWR,li1,123.9700,263.8400,1.799974
FILLER_92_253,VPWR,li1,122.5900,263.8400,1.799974
FILLER_92_249,VPWR,li1,120.7500,263.8400,1.799973
FILLER_92_246,VPWR,li1,119.3700,263.8400,1.799973
FILLER_92_200,VPWR,li1,97.9800,263.8400,1.799970
FILLER_92_197,VPWR,li1,96.8300,263.8400,1.799969
FILLER_92_180,VPWR,li1,88.7800,263.8400,1.799969
FILLER_92_177,VPWR,li1,87.6300,263.8400,1.799969
FILLER_92_174,VPWR,li1,86.2500,263.8400,1.799969
FILLER_92_144,VPWR,li1,71.9900,263.8400,1.799970
FILLER_92_141,VPWR,li1,71.0700,263.8400,1.799970
FILLER_92_85,VPWR,li1,44.8500,263.8400,1.799977
FILLER_92_76,VPWR,li1,40.9400,263.8400,1.799978
FILLER_92_54,VPWR,li1,30.8200,263.8400,1.799984
FILLER_92_41,VPWR,li1,24.6100,263.8400,1.799988
FILLER_92_38,VPWR,li1,23.6900,263.8400,1.799988
FILLER_92_35,VPWR,li1,22.3100,263.8400,1.799990
FILLER_92_32,VPWR,li1,20.9300,263.8400,1.799989
FILLER_92_29,VPWR,li1,19.5500,263.8400,1.799989
FILLER_92_6,VPWR,li1,8.7400,263.8400,1.799986
FILLER_92_3,VPWR,li1,7.5900,263.8400,1.799986
FILLER_91_550,VPWR,li1,259.2100,258.4000,1.799945
FILLER_91_547,VPWR,li1,257.8300,258.4000,1.799945
FILLER_91_544,VPWR,li1,256.4500,258.4000,1.799945
FILLER_91_521,VPWR,li1,245.6400,258.4000,1.799946
FILLER_91_518,VPWR,li1,244.4900,258.4000,1.799946
FILLER_91_515,VPWR,li1,243.1100,258.4000,1.799946
FILLER_91_512,VPWR,li1,241.7300,258.4000,1.799946
FILLER_91_503,VPWR,li1,237.1300,258.4000,1.799947
FILLER_91_488,VPWR,li1,230.2300,258.4000,1.799948
FILLER_91_485,VPWR,li1,229.3100,258.4000,1.799948
FILLER_91_482,VPWR,li1,227.9300,258.4000,1.799949
FILLER_91_471,VPWR,li1,222.6400,258.4000,1.799950
FILLER_91_461,VPWR,li1,217.8100,258.4000,1.799952
FILLER_91_445,VPWR,li1,210.9100,258.4000,1.799955
FILLER_91_442,VPWR,li1,209.5300,258.4000,1.799955
FILLER_91_429,VPWR,li1,203.0900,258.4000,1.799957
FILLER_91_422,VPWR,li1,200.1000,258.4000,1.799959
FILLER_91_419,VPWR,li1,198.9500,258.4000,1.799960
FILLER_91_416,VPWR,li1,197.5700,258.4000,1.799960
FILLER_91_413,VPWR,li1,196.1900,258.4000,1.799961
FILLER_91_410,VPWR,li1,194.8100,258.4000,1.799961
FILLER_91_407,VPWR,li1,193.4300,258.4000,1.799962
FILLER_91_404,VPWR,li1,192.0500,258.4000,1.799962
FILLER_91_393,VPWR,li1,186.5300,258.4000,1.799965
FILLER_91_389,VPWR,li1,185.1500,258.4000,1.799966
FILLER_91_386,VPWR,li1,183.7700,258.4000,1.799966
FILLER_91_379,VPWR,li1,180.3200,258.4000,1.799970
FILLER_91_376,VPWR,li1,179.1700,258.4000,1.799970
FILLER_91_360,VPWR,li1,171.8100,258.4000,1.799969
FILLER_91_352,VPWR,li1,167.6700,258.4000,1.799960
FILLER_91_349,VPWR,li1,166.7500,258.4000,1.799960
FILLER_91_346,VPWR,li1,165.3700,258.4000,1.799957
FILLER_91_337,VPWR,li1,161.0000,258.4000,1.799948
FILLER_91_335,VPWR,li1,159.8500,258.4000,1.799948
FILLER_91_305,VPWR,li1,146.5100,258.4000,1.799929
FILLER_91_297,VPWR,li1,142.8300,258.4000,1.799923
FILLER_91_294,VPWR,li1,141.4500,258.4000,1.799923
FILLER_91_291,VPWR,li1,140.0700,258.4000,1.799920
FILLER_91_278,VPWR,li1,133.8600,258.4000,1.799912
FILLER_91_275,VPWR,li1,132.7100,258.4000,1.799912
FILLER_91_272,VPWR,li1,131.3300,258.4000,1.799908
FILLER_91_269,VPWR,li1,129.9500,258.4000,1.799908
FILLER_91_256,VPWR,li1,123.5100,258.4000,1.799899
FILLER_91_233,VPWR,li1,112.9300,258.4000,1.799889
FILLER_91_203,VPWR,li1,99.1300,258.4000,1.799877
FILLER_91_167,VPWR,li1,82.5700,258.4000,1.799875
FILLER_91_142,VPWR,li1,71.0700,258.4000,1.799880
FILLER_91_139,VPWR,li1,70.1500,258.4000,1.799880
FILLER_91_113,VPWR,li1,57.7300,258.4000,1.799890
FILLER_91_111,VPWR,li1,56.8100,258.4000,1.799890
FILLER_91_84,VPWR,li1,44.3900,258.4000,1.799907
FILLER_91_73,VPWR,li1,39.7900,258.4000,1.799914
FILLER_91_66,VPWR,li1,36.1100,258.4000,1.799921
FILLER_91_63,VPWR,li1,35.1900,258.4000,1.799921
FILLER_91_36,VPWR,li1,22.7700,258.4000,1.799957
FILLER_91_33,VPWR,li1,21.3900,258.4000,1.799962
FILLER_91_30,VPWR,li1,20.0100,258.4000,1.799961
FILLER_91_3,VPWR,li1,7.3600,258.4000,1.799959
FILLER_90_550,VPWR,li1,259.2100,258.4000,1.799945
FILLER_90_529,VPWR,li1,249.5500,258.4000,1.799945
FILLER_90_517,VPWR,li1,244.0300,258.4000,1.799946
FILLER_90_495,VPWR,li1,233.4500,258.4000,1.799947
FILLER_90_472,VPWR,li1,222.8700,258.4000,1.799950
FILLER_90_442,VPWR,li1,209.5300,258.4000,1.799955
FILLER_90_432,VPWR,li1,204.4700,258.4000,1.799957
FILLER_90_429,VPWR,li1,203.5500,258.4000,1.799957
FILLER_90_421,VPWR,li1,199.4100,258.4000,1.799959
FILLER_90_413,VPWR,li1,195.9600,258.4000,1.799961
FILLER_90_410,VPWR,li1,194.8100,258.4000,1.799961
FILLER_90_407,VPWR,li1,193.4300,258.4000,1.799962
FILLER_90_404,VPWR,li1,192.0500,258.4000,1.799962
FILLER_90_401,VPWR,li1,190.6700,258.4000,1.799963
FILLER_90_384,VPWR,li1,182.6200,258.4000,1.799968
FILLER_90_381,VPWR,li1,181.4700,258.4000,1.799968
FILLER_90_378,VPWR,li1,180.0900,258.4000,1.799970
FILLER_90_350,VPWR,li1,166.7500,258.4000,1.799960
FILLER_90_329,VPWR,li1,157.0900,258.4000,1.799944
FILLER_90_326,VPWR,li1,156.1700,258.4000,1.799941
FILLER_90_323,VPWR,li1,154.7900,258.4000,1.799941
FILLER_90_316,VPWR,li1,151.3400,258.4000,1.799936
FILLER_90_305,VPWR,li1,146.5100,258.4000,1.799929
FILLER_90_299,VPWR,li1,143.2900,258.4000,1.799925
FILLER_90_290,VPWR,li1,139.3800,258.4000,1.799920
FILLER_90_287,VPWR,li1,138.2300,258.4000,1.799917
FILLER_90_284,VPWR,li1,136.8500,258.4000,1.799917
FILLER_90_266,VPWR,li1,128.1100,258.4000,1.799906
FILLER_90_237,VPWR,li1,114.7700,258.4000,1.799890
FILLER_90_218,VPWR,li1,106.0300,258.4000,1.799883
FILLER_90_205,VPWR,li1,100.5100,258.4000,1.799879
FILLER_90_193,VPWR,li1,94.9900,258.4000,1.799875
FILLER_90_181,VPWR,li1,89.0100,258.4000,1.799874
FILLER_90_178,VPWR,li1,88.0900,258.4000,1.799874
FILLER_90_144,VPWR,li1,71.9900,258.4000,1.799879
FILLER_90_141,VPWR,li1,71.0700,258.4000,1.799880
FILLER_90_129,VPWR,li1,65.5500,258.4000,1.799882
FILLER_90_92,VPWR,li1,48.5300,258.4000,1.799900
FILLER_90_55,VPWR,li1,31.2800,258.4000,1.799931
FILLER_90_35,VPWR,li1,22.3100,258.4000,1.799962
FILLER_90_32,VPWR,li1,20.9300,258.4000,1.799962
FILLER_90_29,VPWR,li1,19.5500,258.4000,1.799961
FILLER_89_551,VPWR,li1,259.4400,252.9600,1.799967
FILLER_89_548,VPWR,li1,258.2900,252.9600,1.799967
FILLER_89_545,VPWR,li1,256.9100,252.9600,1.799967
FILLER_89_526,VPWR,li1,247.7100,252.9600,1.799967
FILLER_89_523,VPWR,li1,246.7900,252.9600,1.799967
FILLER_89_520,VPWR,li1,245.4100,252.9600,1.799967
FILLER_89_505,VPWR,li1,238.0500,252.9600,1.799967
FILLER_89_502,VPWR,li1,236.9000,252.9600,1.799967
FILLER_89_488,VPWR,li1,230.4600,252.9600,1.799968
FILLER_89_485,VPWR,li1,229.3100,252.9600,1.799968
FILLER_89_463,VPWR,li1,218.7300,252.9600,1.799969
FILLER_89_452,VPWR,li1,213.9000,252.9600,1.799970
FILLER_89_449,VPWR,li1,212.7500,252.9600,1.799971
FILLER_89_445,VPWR,li1,210.9100,252.9600,1.799971
FILLER_89_432,VPWR,li1,204.4700,252.9600,1.799972
FILLER_89_429,VPWR,li1,203.5500,252.9600,1.799972
FILLER_89_420,VPWR,li1,198.9500,252.9600,1.799974
FILLER_89_417,VPWR,li1,198.0300,252.9600,1.799974
FILLER_89_414,VPWR,li1,196.6500,252.9600,1.799974
FILLER_89_411,VPWR,li1,195.2700,252.9600,1.799975
FILLER_89_408,VPWR,li1,193.8900,252.9600,1.799975
FILLER_89_405,VPWR,li1,192.5100,252.9600,1.799975
FILLER_89_402,VPWR,li1,191.1300,252.9600,1.799976
FILLER_89_399,VPWR,li1,189.7500,252.9600,1.799976
FILLER_89_390,VPWR,li1,185.3800,252.9600,1.799977
FILLER_89_387,VPWR,li1,184.2300,252.9600,1.799978
FILLER_89_384,VPWR,li1,182.8500,252.9600,1.799978
FILLER_89_381,VPWR,li1,181.4700,252.9600,1.799979
FILLER_89_378,VPWR,li1,180.0900,252.9600,1.799979
FILLER_89_355,VPWR,li1,169.5100,252.9600,1.799970
FILLER_89_352,VPWR,li1,168.1300,252.9600,1.799970
FILLER_89_349,VPWR,li1,166.7500,252.9600,1.799967
FILLER_89_346,VPWR,li1,165.3700,252.9600,1.799963
FILLER_89_343,VPWR,li1,163.9900,252.9600,1.799963
FILLER_89_328,VPWR,li1,157.0900,252.9600,1.799954
FILLER_89_325,VPWR,li1,155.7100,252.9600,1.799950
FILLER_89_322,VPWR,li1,154.3300,252.9600,1.799950
FILLER_89_319,VPWR,li1,152.9500,252.9600,1.799946
FILLER_89_316,VPWR,li1,151.5700,252.9600,1.799946
FILLER_89_313,VPWR,li1,150.1900,252.9600,1.799942
FILLER_89_310,VPWR,li1,148.8100,252.9600,1.799942
FILLER_89_307,VPWR,li1,147.4300,252.9600,1.799938
FILLER_89_304,VPWR,li1,146.0500,252.9600,1.799938
FILLER_89_290,VPWR,li1,139.3800,252.9600,1.799929
FILLER_89_287,VPWR,li1,138.2300,252.9600,1.799927
FILLER_89_284,VPWR,li1,136.8500,252.9600,1.799924
FILLER_89_281,VPWR,li1,135.4700,252.9600,1.799924
FILLER_89_273,VPWR,li1,131.5600,252.9600,1.799919
FILLER_89_270,VPWR,li1,130.4100,252.9600,1.799917
FILLER_89_267,VPWR,li1,129.0300,252.9600,1.799917
FILLER_89_264,VPWR,li1,127.6500,252.9600,1.799914
FILLER_89_261,VPWR,li1,126.2700,252.9600,1.799913
FILLER_89_258,VPWR,li1,124.8900,252.9600,1.799913
FILLER_89_255,VPWR,li1,123.5100,252.9600,1.799910
FILLER_89_252,VPWR,li1,122.1300,252.9600,1.799908
FILLER_89_249,VPWR,li1,120.7500,252.9600,1.799908
FILLER_89_246,VPWR,li1,119.3700,252.9600,1.799906
FILLER_89_243,VPWR,li1,117.9900,252.9600,1.799906
FILLER_89_240,VPWR,li1,116.6100,252.9600,1.799903
FILLER_89_237,VPWR,li1,115.2300,252.9600,1.799903
FILLER_89_234,VPWR,li1,113.8500,252.9600,1.799900
FILLER_89_231,VPWR,li1,112.4700,252.9600,1.799900
FILLER_89_225,VPWR,li1,109.2500,252.9600,1.799897
FILLER_89_203,VPWR,li1,99.1300,252.9600,1.799888
FILLER_89_174,VPWR,li1,86.2500,252.9600,1.799888
FILLER_89_125,VPWR,li1,63.2500,252.9600,1.799910
FILLER_89_116,VPWR,li1,59.1100,252.9600,1.799915
FILLER_89_113,VPWR,li1,58.1900,252.9600,1.799918
FILLER_89_97,VPWR,li1,50.3700,252.9600,1.799928
FILLER_89_83,VPWR,li1,43.9300,252.9600,1.799938
FILLER_89_54,VPWR,li1,30.8200,252.9600,1.799958
FILLER_89_51,VPWR,li1,29.6700,252.9600,1.799963
FILLER_89_33,VPWR,li1,21.3900,252.9600,1.799977
FILLER_89_3,VPWR,li1,7.3600,252.9600,1.799974
FILLER_88_550,VPWR,li1,259.2100,252.9600,1.799967
FILLER_88_547,VPWR,li1,257.8300,252.9600,1.799967
FILLER_88_544,VPWR,li1,256.4500,252.9600,1.799967
FILLER_88_541,VPWR,li1,255.0700,252.9600,1.799967
FILLER_88_538,VPWR,li1,253.6900,252.9600,1.799967
FILLER_88_531,VPWR,li1,250.0100,252.9600,1.799967
FILLER_88_528,VPWR,li1,249.0900,252.9600,1.799967
FILLER_88_525,VPWR,li1,247.7100,252.9600,1.799967
FILLER_88_522,VPWR,li1,246.3300,252.9600,1.799967
FILLER_88_519,VPWR,li1,244.9500,252.9600,1.799967
FILLER_88_516,VPWR,li1,243.5700,252.9600,1.799967
FILLER_88_513,VPWR,li1,242.1900,252.9600,1.799967
FILLER_88_510,VPWR,li1,240.8100,252.9600,1.799967
FILLER_88_507,VPWR,li1,239.4300,252.9600,1.799967
FILLER_88_504,VPWR,li1,238.0500,252.9600,1.799967
FILLER_88_495,VPWR,li1,233.4500,252.9600,1.799967
FILLER_88_492,VPWR,li1,232.5300,252.9600,1.799968
FILLER_88_489,VPWR,li1,231.1500,252.9600,1.799968
FILLER_88_486,VPWR,li1,229.7700,252.9600,1.799968
FILLER_88_483,VPWR,li1,228.3900,252.9600,1.799968
FILLER_88_480,VPWR,li1,227.0100,252.9600,1.799968
FILLER_88_477,VPWR,li1,225.6300,252.9600,1.799968
FILLER_88_470,VPWR,li1,221.9500,252.9600,1.799969
FILLER_88_455,VPWR,li1,215.0500,252.9600,1.799970
FILLER_88_452,VPWR,li1,214.1300,252.9600,1.799970
FILLER_88_449,VPWR,li1,212.7500,252.9600,1.799971
FILLER_88_446,VPWR,li1,211.3700,252.9600,1.799971
FILLER_88_443,VPWR,li1,209.9900,252.9600,1.799971
FILLER_88_440,VPWR,li1,208.6100,252.9600,1.799971
FILLER_88_431,VPWR,li1,204.0100,252.9600,1.799972
FILLER_88_421,VPWR,li1,199.6400,252.9600,1.799974
FILLER_88_418,VPWR,li1,198.2600,252.9600,1.799974
FILLER_88_415,VPWR,li1,197.1100,252.9600,1.799974
FILLER_88_412,VPWR,li1,195.7300,252.9600,1.799974
FILLER_88_409,VPWR,li1,194.3500,252.9600,1.799975
FILLER_88_406,VPWR,li1,192.9700,252.9600,1.799975
FILLER_88_403,VPWR,li1,191.5900,252.9600,1.799975
FILLER_88_400,VPWR,li1,190.2100,252.9600,1.799976
FILLER_88_390,VPWR,li1,185.1500,252.9600,1.799977
FILLER_88_387,VPWR,li1,184.2300,252.9600,1.799978
FILLER_88_384,VPWR,li1,182.8500,252.9600,1.799978
FILLER_88_381,VPWR,li1,181.4700,252.9600,1.799979
FILLER_88_378,VPWR,li1,180.0900,252.9600,1.799979
